1 9.191554e-03 9.238572e-03 9.197053e-03 9.200382e-03 9.208454e-03 9.203598e-03 G100
2 9.191149e-03 9.218350e-03 9.197850e-03 9.204373e-03 9.209012e-03 9.203314e-03 G101
3 9.190781e-03 9.218544e-03 9.197160e-03 9.202010e-03 9.208896e-03 9.202833e-03 G102
4 9.189373e-03 9.257466e-03 9.197535e-03 9.206188e-03 9.215246e-03 9.208591e-03 G103
5 9.191184e-03 9.255537e-03 9.196999e-03 9.201610e-03 9.212324e-03 9.204916e-03 G104
6 9.190613e-03 9.286244e-03 9.197330e-03 9.199186e-03 9.203661e-03 9.202296e-03 G105
7 9.183518e-03 9.242641e-03 9.197122e-03 9.202036e-03 9.210377e-03 9.205036e-03 G106
8 9.187901e-03 9.226708e-03 9.197732e-03 9.204966e-03 9.209108e-03 9.204242e-03 G107
9 9.189691e-03 9.233411e-03 9.199512e-03 9.205302e-03 9.211777e-03 9.206311e-03 G108
10 9.190754e-03 9.246626e-03 9.197659e-03 9.205463e-03 9.217055e-03 9.206681e-03 G109
11 9.191718e-03 9.239107e-03 9.198112e-03 9.202646e-03 9.213803e-03 9.205699e-03 G110
12 9.192277e-03 9.237312e-03 9.197298e-03 9.204393e-03 9.211086e-03 9.205374e-03 G111
13 9.191472e-03 9.299384e-03 9.196924e-03 9.202328e-03 9.205801e-03 9.205202e-03 G112
14 9.191038e-03 9.443674e-03 9.198177e-03 9.211328e-03 9.218526e-03 9.215742e-03 G113
15 9.186420e-03 9.225474e-03 9.200127e-03 9.203620e-03 9.211131e-03 9.204766e-03 G114
16 9.193017e-03 9.238651e-03 9.197269e-03 9.202518e-03 9.216290e-03 9.206087e-03 G115
17 9.190531e-03 9.217089e-03 9.194374e-03 9.198632e-03 9.207738e-03 9.200256e-03 G116
18 9.189424e-03 9.265614e-03 9.198033e-03 9.202121e-03 9.206595e-03 9.203788e-03 G117
19 9.183925e-03 9.246027e-03 9.199608e-03 9.205736e-03 9.211645e-03 9.206668e-03 G118
20 9.188342e-03 9.242954e-03 9.195428e-03 9.204183e-03 9.213667e-03 9.204321e-03 G119
21 9.193278e-03 9.251972e-03 9.198053e-03 9.205641e-03 9.219577e-03 9.207872e-03 G120
22 9.190670e-03 9.264747e-03 9.197241e-03 9.200714e-03 9.212941e-03 9.205342e-03 G121
23 9.190014e-03 9.388985e-03 9.195961e-03 9.201188e-03 9.207905e-03 9.212195e-03 G122
24 9.187261e-03 9.235281e-03 9.197312e-03 9.204859e-03 9.211365e-03 9.205285e-03 G123
25 9.185635e-03 9.243392e-03 9.197054e-03 9.203708e-03 9.210010e-03 9.204419e-03 G124
26 9.191462e-03 9.258449e-03 9.197898e-03 9.202854e-03 9.210697e-03 9.204779e-03 G125
27 9.187796e-03 9.249918e-03 9.198064e-03 9.203225e-03 9.222202e-03 9.208185e-03 G126
28 9.188666e-03 9.222128e-03 9.198709e-03 9.203300e-03 9.208611e-03 9.202955e-03 G127
29 9.192974e-03 9.225788e-03 9.196626e-03 9.202030e-03 9.209019e-03 9.203120e-03 G128
30 9.191809e-03 9.274915e-03 9.200501e-03 9.206983e-03 9.215958e-03 9.209514e-03 G129
31 9.191367e-03 9.231756e-03 9.198318e-03 9.205142e-03 9.212979e-03 9.205469e-03 G130
32 9.187447e-03 9.247985e-03 9.198478e-03 9.205615e-03 9.218588e-03 9.207642e-03 G131
33 9.188798e-03 9.260725e-03 9.198221e-03 9.204083e-03 9.213067e-03 9.206050e-03 G132
34 9.189064e-03 9.252149e-03 9.197546e-03 9.205772e-03 9.213674e-03 9.207527e-03 G133
35 9.192034e-03 9.239775e-03 9.200849e-03 9.208410e-03 9.216283e-03 9.208471e-03 G134
36 9.189283e-03 9.239615e-03 9.197007e-03 9.202806e-03 9.210839e-03 9.205290e-03 G135
37 9.190613e-03 9.231475e-03 9.199047e-03 9.206821e-03 9.214993e-03 9.206664e-03 G136
38 9.190114e-03 9.288947e-03 9.195606e-03 9.204877e-03 9.217363e-03 9.208932e-03 G137
39 9.189776e-03 9.243816e-03 9.197783e-03 9.203233e-03 9.211477e-03 9.204656e-03 G138
40 9.188937e-03 9.260345e-03 9.197743e-03 9.202997e-03 9.214299e-03 9.206348e-03 G139
