0 4.703738e+00 7.510666e+00 5.286477e+00 5.897374e+00 6.406975e+00 5.866669e+00 G1
1 4.121101e+00 6.727087e+00 4.783537e+00 5.536826e+00 6.078483e+00 5.416565e+00 G2
2 3.451223e+00 6.120905e+00 4.460128e+00 4.763773e+00 5.515717e+00 4.811559e+00 G3
3 3.425990e+00 5.900490e+00 3.803862e+00 4.306473e+00 4.712253e+00 4.254982e+00 G4
4 2.901527e+00 4.978528e+00 3.490262e+00 3.695151e+00 4.339607e+00 3.870234e+00 G5
5 2.776209e+00 4.700170e+00 3.349888e+00 3.501247e+00 3.981173e+00 3.551587e+00 G6
6 2.173709e+00 4.069901e+00 2.942537e+00 3.264564e+00 3.660963e+00 3.204521e+00 G7
7 1.650191e+00 4.069901e+00 2.468153e+00 2.901527e+00 3.462146e+00 2.880180e+00 G8
8 1.430263e+00 3.705906e+00 2.331163e+00 2.604280e+00 3.056534e+00 2.621995e+00 G9
9 1.430263e+00 3.190667e+00 2.224055e+00 2.471190e+00 2.632163e+00 2.383892e+00 G10
10 1.430263e+00 3.179129e+00 2.181550e+00 2.364970e+00 2.527029e+00 2.296865e+00 G11
11 1.430263e+00 2.570145e+00 1.795251e+00 2.112207e+00 2.207398e+00 1.987524e+00 G12
12 1.393376e+00 2.388223e+00 1.574733e+00 1.795251e+00 2.165625e+00 1.832626e+00 G13
13 9.826306e-01 2.256164e+00 1.505406e+00 1.768450e+00 2.061182e+00 1.698277e+00 G14
14 9.121915e-01 2.173709e+00 1.393376e+00 1.589551e+00 1.887348e+00 1.564934e+00 G15
15 7.257312e-01 2.173709e+00 1.393376e+00 1.505406e+00 1.827246e+00 1.495663e+00 G16
16 6.791238e-01 2.068455e+00 1.048650e+00 1.463327e+00 1.650737e+00 1.353607e+00 G17
17 6.791238e-01 1.879228e+00 1.048650e+00 1.418007e+00 1.606376e+00 1.300896e+00 G18
18 6.791238e-01 1.765299e+00 9.884154e-01 1.213784e+00 1.441607e+00 1.180733e+00 G19
19 6.791238e-01 1.679191e+00 9.826306e-01 1.170830e+00 1.414613e+00 1.129433e+00 G20
20 6.136843e-01 1.501825e+00 9.714851e-01 1.143663e+00 1.306194e+00 1.071664e+00 G21
21 5.999848e-01 1.501825e+00 8.225373e-01 1.060206e+00 1.211119e+00 1.012763e+00 G22
22 5.999848e-01 1.445515e+00 7.547592e-01 1.014952e+00 1.151620e+00 9.573467e-01 G23
23 5.111532e-01 1.445515e+00 6.935972e-01 8.987082e-01 1.088978e+00 8.930159e-01 G24
24 3.422525e-01 1.392345e+00 6.578489e-01 8.601112e-01 9.925264e-01 8.316760e-01 G25
25 3.422525e-01 1.245547e+00 6.218471e-01 8.082166e-01 9.885758e-01 7.819740e-01 G26
26 3.422525e-01 1.137566e+00 6.045967e-01 7.643989e-01 9.285778e-01 7.352499e-01 G27
27 3.422525e-01 1.137566e+00 5.074154e-01 7.483854e-01 8.800661e-01 7.066666e-01 G28
28 2.898426e-01 1.137566e+00 4.701689e-01 7.183266e-01 8.229186e-01 6.579137e-01 G29
29 2.898426e-01 1.122124e+00 4.701689e-01 7.183266e-01 8.229186e-01 6.521228e-01 G30
30 2.898426e-01 1.122124e+00 4.638824e-01 6.615052e-01 8.144460e-01 6.242445e-01 G31
31 2.898426e-01 1.122124e+00 4.638824e-01 6.238549e-01 7.901413e-01 6.082874e-01 G32
32 1.366984e-01 1.122124e+00 4.638824e-01 5.869084e-01 7.776235e-01 5.827040e-01 G33
33 1.366984e-01 1.122124e+00 4.291256e-01 5.316804e-01 6.858360e-01 5.434550e-01 G34
34 1.366984e-01 1.090398e+00 4.291256e-01 5.261906e-01 6.275343e-01 5.237382e-01 G35
35 1.366984e-01 9.900483e-01 4.018156e-01 5.261906e-01 6.188402e-01 5.008672e-01 G36
36 1.366984e-01 9.900483e-01 3.831442e-01 5.261906e-01 6.188402e-01 4.882051e-01 G37
37 1.366984e-01 9.823712e-01 3.495024e-01 4.735662e-01 5.819727e-01 4.637515e-01 G38
38 9.309725e-02 9.439184e-01 3.334849e-01 4.735662e-01 5.533363e-01 4.444598e-01 G39
39 9.309725e-02 9.439184e-01 3.334849e-01 4.674660e-01 5.412196e-01 4.325410e-01 G40
40 8.801834e-02 9.307080e-01 3.319569e-01 4.663567e-01 5.412196e-01 4.232186e-01 G41
41 8.801834e-02 9.307080e-01 3.200852e-01 4.663567e-01 5.196427e-01 4.167228e-01 G42
42 8.489748e-02 8.630623e-01 2.960018e-01 4.320260e-01 5.007004e-01 3.958004e-01 G43
43 8.489748e-02 7.056141e-01 2.737175e-01 4.194610e-01 4.926458e-01 3.776265e-01 G44
44 8.489748e-02 7.056141e-01 2.689129e-01 4.194610e-01 4.881598e-01 3.679403e-01 G45
45 8.489748e-02 7.056141e-01 2.557509e-01 3.836520e-01 4.565005e-01 3.502920e-01 G46
46 7.555444e-02 6.196603e-01 2.429865e-01 3.519449e-01 4.434570e-01 3.326461e-01 G47
47 7.555444e-02 6.196603e-01 2.429865e-01 3.396643e-01 4.004195e-01 3.216291e-01 G48
48 7.555444e-02 6.196603e-01 2.238048e-01 3.225110e-01 4.004195e-01 3.056948e-01 G49
49 7.544096e-02 6.196603e-01 2.195111e-01 3.182787e-01 4.004195e-01 3.007513e-01 G50
50 7.544096e-02 6.196603e-01 2.195111e-01 3.115263e-01 3.717189e-01 2.901719e-01 G51
51 5.939818e-02 6.196603e-01 2.195111e-01 2.907333e-01 3.571812e-01 2.800297e-01 G52
52 5.939818e-02 6.196603e-01 2.195111e-01 2.885884e-01 3.504732e-01 2.773291e-01 G53
53 5.939818e-02 5.962692e-01 2.195111e-01 2.844812e-01 3.362668e-01 2.734880e-01 G54
54 5.875244e-02 5.657735e-01 2.171374e-01 2.583832e-01 3.115263e-01 2.600624e-01 G55
55 5.875244e-02 5.657735e-01 2.136656e-01 2.583832e-01 3.072918e-01 2.538558e-01 G56
